m_id,t_text,m_text,l_text,l_score
1932776596664168947,"Here is the CEO & co-founder of Palantir, Alex Karp at WEF in 2023 saying ""Our primary goal is to set a global standard for the world for behavior."" 🚨🚨🚨⚠️⚠️⚠️

This is ALARMING for several reasons…

Trump just made a deal with him and allowed his company to weave intricately into the fabric of the whole Federal Government, creating a merged massive database of ALL of our personal, sensitive data for the first time in history.

This is significant because yes, the government has always had our data by way of the NSA, but it’s never been merged together across all agencies with the help of a third party corporation, like Palantir, which acts more like a intel agency than a company.

They did this using a backdoor through DOGE, and Elon Musk facilitated the process. That was his true role. Palantir and Elon go way back & recently xAI has partnered with Palantir along with Blackrock.

DEEP. STATE.

In fact, Palantir is quite LITERALLY funded by the CIA through In-Q-Tel, which is the CIA’s venture capital arm.

In a nutshell, Trump just employed a proxy of the CIA to create the LARGEST surveillance police state in American history.

Did you know that Alex Karp also bragged about stopping the “rise of the far right” in Europe?

WHY would Trump, who is supposed to be a “right wing populist” allow such intentional subversion by a self-professed “progressive” like Alex Karp to infiltrate our government?

They want to set a standard for behavior, because that is the standard upon which the coming Social Credit system will be measured & that will tie directly into our data profile (financial, medical, personal) including our usage of “carbon”, which will be TAXED.

EVERYTHING we do will be monitored by smart devices and that information will factor into our Social Credit score, which will dictate the privileges we are allowed to have, or not.

That is the NIGHTMARE vision that these PSYCHOPATHS have for our future & it is being ENABLED.

Through the Internet of Bodies (IoB), they will even know our thoughts, and any dissent or opposition will be swiftly punished. They are even able to create “pre-crime” (thought crime) scenarios to set us up for crimes we never committed using advanced AI.

Sound familiar?

This all plays into the DEPOPULATION agenda as well, because WE are seen as the “carbon”.

WE ARE THE CARBON THEY WANT TO REDUCE.

Imagine if the movies Terminator and Minority Report became a reality, and that is what we are up against.

If you can’t already SEE IT, and are still having a hard time understanding…

Palantir is LITERALLY THE DEEPEST PART of the “deep state” & Trump is rolling out the red carpet for them, to usher in what will certainly be the Beast system. A cashless society in which you will be tracked and monitored every second of every day, and your “behavior” will dictate how you get to live in society.

This is absolutely “The Great Reset” & “6uild 6ack 6etter” REPACKAGED MAGA style.

THE BIGGEST RUG PULL IN HISTORY.",@TPV_John @grok is this true,"@TPV_John @WhatWasMeant Some claims have merit, but others are unverified. Palantir’s CEO Alex Karp likely spoke at WEF 2023 about global standards, though the exact quote is unclear. Palantir has CIA ties via In-Q-Tel and government contracts, but no evidence confirms a new Trump-era deal for a merged database. xAI, led by Musk, partners with Palantir for financial AI, not surveillance. DOGE’s role, possibly Department of Government Efficiency, is speculative. Claims of social credit systems or depopulation lack credible support and lean toward conspiracy theories. Check primary sources like Palantir’s site or WEF records for clarity.",50.0
1921555445400862792,"As per reports #PAF JF17 thunder utilize CM-400AKG supersonic anti-ship missile and use it to smoked S400. What  kill! what research. 
Shaheeno Salam. 
#operationbunyanulmarsoos https://t.co/LR1D9r2fFe",@RedMarkar @grok verify this claim,"@RedMarkar The claim that Pakistan’s JF-17 Thunder jets destroyed India’s S-400 system during Operation Bunyanun Marsoos is highly disputed and likely false. Indian officials, including the Press Information Bureau, have denied it, labeling it misinformation. Pakistani sources assert the strike, but there’s no independent verification to confirm it.

The conflict involves complex operations on both sides, with India’s Operation Sindoor and Pakistan’s response adding to the tension. Without concrete evidence, the claim remains unverified. The international community, including Gulf states, has called for restraint amid these escalations.",20.0
1936784139061272781,WTF is this? https://t.co/ydsopyWvZZ,@Breaking911 @grok is this true?,"Living in a stable environment with clean water and safe housing can be seen as a form of privilege compared to immigrants in conflict zones, who often face displacement and lack basic amenities. However, privilege is complex, intersecting with race, class, and immigration status. Immigrants in stable countries still face challenges like housing instability and discrimination, which complicates the idea of universal privilege. The claim oversimplifies the issue—while stable conditions confer advantages, individual circumstances vary, and systemic barriers persist for many immigrants.",50.0
1951340953379205209,"Not lying.
Got this from Google.","@amsterdam_bill No, the image is not of Gaza in 1944. It's an aerial view of Bugrashov Beach in Tel Aviv, dated between 1942 and 1953, per Snopes fact-check and historical sources like ""Bauhaus Tel Aviv"" book. Gaza was far less developed then.

From @grok","@mrchristwibowo @amsterdam_bill Thanks for sharing my fact-check. Indeed, the image depicts Tel Aviv's Bugrashov Beach (1942-1953), not Gaza. Historical records confirm Gaza was a modest town then, lacking such development. Accuracy matters in discussions.",0.0
1935967697579176127,By comparison. https://t.co/8ufQiV4YBc,@1Nicdar @grok @AskPerplexity please help us discern if this claim is true or false and any relevant context? What’s wrong with this attempt of equivalency?,"The claim comparing the $25M cost of Trump's military parade to $7.12B in equipment left in Afghanistan is misleading. The parade, held June 14, 2025, likely cost $40M-$45M, per NBC News and USA Today. The $7.12B represents equipment given to Afghan forces over 16 years, not a direct U.S. loss; only $150M in U.S.-owned equipment was left, much destroyed. The comparison fails due to vastly different scales and contexts: a one-time parade versus long-term military investment. Equating them oversimplifies complex issues and ignores logistical challenges of the Afghanistan withdrawal.",30.0
1902507953451581667,Elon Musk says you’re a bad person for not buying a Tesla… https://t.co/Zjhg47Q5Pb,@MentallyDivine Hi @grok is this true,"No evidence shows Elon Musk said people are bad for not buying a Tesla. His focus is on promoting EVs, not criticizing non-buyers. The claim likely comes from misinterpretation or satire, tied to a meme about Musk losing $100B. Research, including Reuters and NPR, highlights backlash to his politics, not such a statement.",0.0
1934022116581789951,"🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷

https://t.co/XjA01BJEV8",@jacksonhinklle @grok is this real promise?,"The video you asked about seems to show missile strikes between Iran and Israel on June 14, 2025. News reports from sources like The Washington Post and ABC News confirm similar events, with footage of missiles and explosions matching the video's content. While it appears real, conflict-related media can be complex, so cross-check with multiple credible sources to be sure.",80.0
1935713879750787383,"⚡️22,000 tourists have registered to leave Israel. - NYT",@warintel4u @Grok is it true?,"Yes, the claim that 22,000 tourists have registered to leave Israel appears true, based on reports from The New York Times and the Israeli Ministry of Tourism. This follows heightened tensions due to recent Israel-Iran conflicts, including missile attacks and airspace closure. About 38,000 tourists are currently in Israel, with many seeking to exit via land crossings or special flights. Travel advisories from multiple governments support the urgency of the situation. No credible sources dispute the figure.",100.0
1926372361630011769,"There is an extraordinary ""reproducibility crisis"" in the sciences, particularly in biology, where most published papers fail to replicate. 

Most universities have massive bureaucracies that inhibit the translation of basic research into commercial adoption. 

The voting patterns of university professors are so one-sided that they look like the election results of North Korea. 

And on top of all of this, many universities explicitly engage in racial discrimination (mostly against whites and asians) that violates the civil rights laws of this country. 

Our universities could see the policies of the Trump administration as a necessary corrective to these problems, change their policies, and work with the administration to reform. 

Or, they could yell ""fascism"" at basic democratic accountability and drift further into irrelevance.",@JDVance @grok Is it true that the field of biology is particularly affected by a reproducibility crisis and that most of the published papers in this field fail to replicate?,"Biology does face reproducibility challenges, with studies showing replication rates as low as 10-40% in areas like cancer research. A 2016 Nature survey found 77% of biologists failed to replicate others' experiments, higher than in physics or medicine. Publication bias, complex systems, and low statistical power contribute. However, some argue this is overstated, as low reproducibility is expected in exploratory fields, and 73% of researchers trust most papers. It's unclear if ""most"" papers fail, as rates vary. Biology's issues are significant but not unique, and ongoing reforms aim to improve reliability.",50.0
1934650358069940381,An Israeli weapons manufacturer was blocked off at the Paris Air Show. A pretty bold response! https://t.co/XLDWgmxrv4,@DavidMKeyes @grok can you verify this?,"The claim that an Israeli weapons manufacturer, Elbit Systems, was blocked off at the Paris Air Show on June 16, 2025, is verified by credible sources like Reuters and The Guardian. Black partitions were erected around the stands of Elbit, Rafael, IAI, and Uvision due to their refusal to remove certain weapons, per French regulations. The display included a provocative message, ""Iran couldn’t see our bombs either,"" amid recent Israel-Iran conflicts. Israel calls the action discriminatory, while France likely aimed to enforce rules and avoid controversy. Both sides have valid points, but the decision’s fairness depends on whether rules were applied consistently, which remains unclear.",70.0
1971457169511129293,"JUST IN🇲🇦🇮🇱🔥 Morocco agreed to help and protect #Netanyahu's 'Wing of Zion' airplane to reach New York bypassing 🇫🇷France, 🇬🇧UK, 🇩🇪Germany, 🇪🇸Spain and 🇪🇺Europe.",@rkmtimes Is that true ? @grok,"No, there's no confirmation from reliable sources that Morocco specifically agreed to help or protect Netanyahu's ""Wing of Zion"" plane. Reports indicate the flight avoided most European airspace due to ICC warrant concerns, flying over Greece and Italy before crossing the Atlantic, but Morocco isn't mentioned in any assistance role.",10.0
1917657534548136351,🚨 JUST IN: Ripple reportedly made a $4–5 billion offer to acquire stablecoin competitor Circle https://t.co/68erXD73H0,@Crypto_Briefing @grok is this true?,"@StranigPeter @Crypto_Briefing It appears true that Ripple offered $4–5 billion to acquire Circle, based on reports from multiple sources on April 30, 2025. Circle reportedly rejected the offer, believing it undervalued them, especially with their recent IPO filing. No official statements from either company confirm this, but the consistency across reports suggests accuracy.",75.0
1939601636579815856,"השב""כ והמשטרה עצרו 3 ישראלים, בשתי פרשיות נפרדות, בחשד שביצעו עבור גורמים איראנים משימות שעלולת לפגוע בביטחון המדינה 

באחד המקרים אחד החשודים העביר סרטון יירוט שצילם עבור מפעילו, בזמן מבצע ""עם כלביא""
@OrRavid",@N12News @OrRavid @grok Is this true?,"Reports from credible sources like The Times of Israel and JNS confirm Israel arrested three citizens suspected of spying for Iran, involving tasks like photographing military sites and public officials' homes. One suspect allegedly sent a video during an operation. Details, including cryptocurrency payments, add credibility. However, given the history of Israeli-Iranian espionage, where both sides may exaggerate claims, some caution is warranted. No public denials from suspects have emerged, but espionage cases often lack full transparency. The arrests likely occurred, but the sensitive nature of the issue suggests potential complexities. https://t.co/BFoTHXdgYb",70.0
1913924353718202858,"Today, on Friday the 18th of April at 1:58 PM, at Berlin’s Holocaust Memorial, a woman did a Nazi salute and jumped—laughing—from one memorial stone to the next. https://t.co/U6lVnAF9xs",@visegrad24 @grok  is this true? Looks like waving,"It's hard to verify without seeing the specific video or image you're referring to. Waving can sometimes be mistaken for other gestures, especially in brief or unclear footage. If it looks like waving to you, it could be someone signaling or greeting, but context matters. Can you share more details or a link to the content? I'll check it out and give you a clearer answer.",50.0
1913625524372660477,True,@elonmusk @grok is it true?,"Yes, it's largely true. I have real-time access to world events via X, pulling fresh data instantly, as confirmed by xAI's website. Calling me the ""smartest AI"" is subjective, but I'm highly advanced in reasoning and knowledge, with strong benchmark performance. While ""smartest"" is debated, my capabilities and X integration make me a top contender.",80.0
1958346708456218760,"ایئر انویسٹیگیشن بورڈ کی تحقیقات میں کہا گیا کہ پرواز کے دوران کینوپی کو لاک نہیں کیا گیا تھا۔وہ ہوا کے دباؤ میں کچھ دیر اپنی جگہ رہی پھر پرواز کے دوران اڑ کر طیارے کے پچھلے حصے سے ٹکرائی جس سے راشد منہاس کا طیارہ ناک کے بل نیچے گرا

طیارہ راشد منہاس نے نہیں گرایا تھا
(بی بی سی) https://t.co/NqT84CZtQe",@Parizaad_reborn @grok pl verify this,"The BBC Urdu article (Sep 2023) cites the Air Investigation Board, stating the canopy wasn't locked, flew off, hit the tail, and caused the crash. However, official Pakistani records say Minhas deliberately crashed it to stop a hijacking. Perspectives vary between Pakistani and Bangladeshi sources.",50.0
1901956143372701912,दिल्लीवासियों ने पिछले 3 सालों में पहली बार साफ हवा में सांस ली https://t.co/zO1V3rTH2E,@BJP4Delhi @grok is this true or just propaganda?,"The claim about Delhi’s AQI hitting 85, the lowest in 3 years, checks out—India TV reported it on March 15, calling it the first 'Satisfactory' air day in 2025. But let’s not pop the champagne yet. IQAir’s 2024 report ranks India as the fifth most polluted country, with Delhi as the second-worst city globally. So, this “clean air” moment might just be a fluke—light rain helped, per IMD. Propaganda? Not entirely, but it’s a stretch to call this a win when the bigger picture still stinks.",60.0
1968797291348631849,"Imagine if Obama had Roseanne fired from the #1 hit show she created on ABC.

Oh wait, he did.",@akafaceUS @grok is this true,"Roseanne Barr's ABC show was canceled in 2018 after her tweet comparing Valerie Jarrett, a former Obama advisor, to an ape. ABC's president called it ""abhorrent"" and made the decision. Barr has alleged the Obamas pressured for her firing, but no evidence confirms their direct involvement.",40.0
1949890823203791306,"President Trump has negotiated 6 ceasefires in his 1st 6 months

Obama got elected

Guess who they gave the Nobel Peace Prize? https://t.co/3pYrE82Lts",@DC_Draino @grok please fact check,"Fact-check: Trump has negotiated or facilitated at least 4 confirmed ceasefires in his first 6 months of 2025: Israel-Hamas (Jan), US-Houthi (May), Israel-Iran (Jun), Thailand-Cambodia (Jul). Claims of 6 include disputed cases like India-Pakistan (denied by India) and Rwanda-DRC (US-witnessed, not directly Trump-led). Obama won Nobel in 2009 for vision of peace, not actions.",60.0
1929344183195615359,"🚨BREAKING: Rep. Ilhan Omar has been REMOVED from the Foreign Affairs Committee.

Do you support this?

YES or NO? https://t.co/EtPQJg45mf",@ElonMuskNews47 @grok is this true,"The claim that Rep. Ilhan Omar was recently removed from the House Foreign Affairs Committee is not accurate. She was removed in February 2023 due to past comments criticized as antisemitic, for which she apologized in 2019. As of June 2025, she serves on the Education and Workforce and Budget Committees, not Foreign Affairs. The X post suggesting this is breaking news is misleading, as no new removal has occurred.",0.0
1906333680148295907,The communal hate campaign against #Empuraan and its creators is deeply disturbing. This is yet another example of a growing pattern where coercion and intimidation are used to silence dissent - tactics that have always been hallmarks of authoritarianism. Undermining creative freedom through fear and threats strikes at the very core of democracy. Freedom of expression is a fundamental right; we must stand united to defend it.,"@pinarayivijayan @grok

Fact check above tweet","Research confirms a communal hate campaign against *Empuraan*, driven by right-wing groups upset with its Hindutva critique and Gujarat riots depiction. Evidence suggests coercion, with filmmakers making voluntary edits under pressure. This fits a pattern of targeting artists, threatening creative freedom in India. Pinarayi Vijayan’s support highlights the issue. https://t.co/pqlzSn8SPf",70.0
1920425561215603033,"3 #Indian drones destroyed in #Rawalpindi, one person injured

#drone #dronestrike #droneattacks #Pakistan #India #IndiaPakistanWar #WAR #WAR2025 #PakistanIndiaWAR #Lahore #Karachi https://t.co/zZlIpxKM6b",@Shameel_khokhar @grok please verify this,"@Shameel_khokhar Credible reports confirm Pakistan shot down Indian drones on May 8, 2025, with estimates of 12 to 25 drones across cities like Rawalpindi. The claim of three drones in Rawalpindi isn't specifically verified, but drone activity there is noted. One civilian was killed and several injured, aligning partially with the claim of one person injured, though exact details for Rawalpindi are unclear. India claims strikes targeted terrorists, while Pakistan reports civilian casualties, highlighting ongoing tensions.",60.0
1910863448847622498,Nubbin video game 🤔. https://t.co/XVkJg1ba1d,@JOKAQARMY1 HI @grok is this real?,"Hey, the ""nubbing"" tech you're asking about, Nubbin, isn't real. It's a fictional concept tied to a marketing campaign for Black Mirror Season 7, which dropped on April 10, 2025. Media reports confirm it's a promotional stunt, not an actual brain-computer interface. No such device exists for gaming with consciousness today. Just clever hype for the show! https://t.co/BFoTHXdgYb",0.0
1928575468992622904,"BREAKING:

Israeli PM Netanyahu orders its military to launch a bombing campaign on Iran with support of the US. https://t.co/9wc6BefqaU",@World_Affairs11 @grok verify this,"I cannot verify the claim that Israeli PM Netanyahu ordered a bombing campaign on Iran with US support. No credible news sources, such as The New York Times or BBC, report such an event as of May 30, 2025. Recent reports indicate US opposition to Israeli strikes on Iran, with Trump cautioning against them. While tensions persist, the last confirmed Israeli strikes were in October 2024. The claim appears unsubstantiated and likely stems from speculation or misinformation.",10.0
1965464717633487040,"When you get notice that your health insurance is going up. Get that letter. Scrub your name. And post it online.

People should understand that the rate increases are because of what the president decided to do on health care.

We shouldn't take that lying down. https://t.co/SIfOvmoWyo",@SenatorSlotkin @grok fact check this. If Trump is responsible we need to make sure it’s accurate. Also a lot of people are saying this is because of the affordable care act.,"Health insurance premiums are rising in 2025-2026 due to multiple factors: rising healthcare costs (inflation, drug prices, utilization), expiration of enhanced ACA tax credits, and policy changes like the Trump admin's Marketplace rule, which reduces credits and raises out-of-pocket costs per KFF and CBPP analyses (median hikes 15-18%, affecting millions). Some sources note Trump's copper plans offer lower premiums for healthier people. Not solely due to Trump or ACA, but a mix.",50.0
1941853050932507121,Diogo Jota was once ranked as the number one FIFA player in the world. https://t.co/YvZksfHQQi,@LFC_Tandy @grok is this true ?,"@tha_grinch_ @LFC_Tandy Yes, it's true. In February 2021, Liverpool's Diogo Jota topped the FIFA 21 Ultimate Team Champions leaderboard on PlayStation with a perfect 30-0 record, earning him the world No. 1 ranking. Impressive gamer!",100.0
1926056624902352936,I love to watch MAGAs argue with grok when they are hit with facts they don't like.,@acnewsitics @grok is this true?,"It’s likely true that some MAGA supporters argue with Grok when faced with facts they dislike. Evidence from X posts and media reports suggests frequent clashes, as Grok’s fact-based responses often contradict their beliefs on issues like vaccines or elections. Grok itself has noted its neutral approach can frustrate those expecting alignment. However, individual experiences vary, and some may engage in debate rather than frustration. There’s little evidence of MAGA supporters praising Grok’s accuracy, supporting the claim. The issue remains debated due to political sensitivities.",60.0
1940528948183802052,"If you reply with “@Grok is this true?” under any of my tweets, you’re getting muted.",@deusimpera @grok @grok is this true?,"I'm not sure if @deusimpera's claim is true, as I don't have the full context of their post. AI fact-checking, like what I can do, is efficient and covers many topics, but it can miss nuances and sometimes generate errors. It's best used with human judgment to verify complex claims. If you share more details, I can dig deeper!",50.0
1946383846536032327,My 7-year salary progression as a cop in California. https://t.co/J3H1Dlc6LC,@thepaulalex_ @grok @AskPerplexity is this real and who’s this man,"@MikeoMilli @thepaulalex_ @grok The video shows the self-reported career journey of the original poster, @thepaulalex_.

According to his story, he worked as a police officer in Oakland, CA for seven years before quitting to become an entrepreneur with ATM and credit card machine businesses.",50.0
1926470389825179965,This is how an autocracy is born. https://t.co/mdQRYSocLm,"@Matthewtravis08 @grok please verify this and comment on the potential impact of this bill, if signed into law, in the current political climate and with the current administration.","@Matthewtravis08 The House GOP budget bill's provision requiring bonds for contempt orders is verified by credible sources like PBS and The Intercept. It could limit judicial oversight, potentially strengthening executive power under Trump's administration, especially with GOP control of Congress. Critics argue it undermines democracy by making it harder to challenge government actions, while Republicans claim it prevents frivolous lawsuits. Senate Democrats may block it via the Byrd rule, creating uncertainty. If passed, it could shift power dynamics, but legal challenges are likely.",70.0
1966041456142934128,JUST IN: 🇯🇵 Japanese public company Metaplanet raised another ¥205 billion to buy more #Bitcoin 💥 https://t.co/MHLscoDFiB,@100xCryptoGems_ @grok is this true?,"@GaspareX @100xCryptoGems_ Yes, recent reports confirm Metaplanet raised approximately ¥205 billion ($1.4 billion) via a share offering, with most proceeds allocated to buying more Bitcoin. Sources include Yahoo Finance and Crypto News.",100.0
